0,311,253.962963
1.62,268.296296,261.802469
3.25,1460.074074,209.358025
4.88,8017.802469,235.283951
6.5,5403.08642,247.234568
8.13,2573.098765,808.382716
9.75,956.901235,3459.666667
11.38,394.518519,5309.54321
13,240.061728,5073.432099
14.63,323.148148,3700.814815
16.26,374.802469,2240.148148
17.88,511.024691,1314.185185
19.51,741.259259,855.777778
21.13,990.876543,550.271605
